number,title,url,isDraft,mergeStateStatus,result,failure_reason,merge_stderr
2504,Fix provenance badge pointer focus disclosure,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2504,False,DIRTY,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2504 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2504 && git fetch origin main && git merge origin/main "
2491,Add focused ProgressBar accessibility gate,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2491,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2491 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2491 && git fetch origin main && git merge origin/main "
2489,[codex] Repair practice progress validator drift,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2489,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2489 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2489 && git fetch origin main && git merge origin/main "
2474,data-integrity: align generated answer template localization,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2474,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2474 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2474 && git fetch origin main && git merge origin/main "
2473,test: restore progress validator schema mirrors,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2473,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2473 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2473 && git fetch origin main && git merge origin/main "
2472,[codex] Queue Android Remove Ads product-id parity finding,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2472,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2472 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2472 && git fetch origin main && git merge origin/main "
2467,static-site: follow CSS imports in asset guard,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2467,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2467 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2467 && git fetch origin main && git merge origin/main "
2466,[codex] Centralize storage test TypeScript loader,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2466,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.",GraphQL: Pull Request has merge conflicts (mergePullRequest) 
2461,static ebook: current conduct requirement copy,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2461,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2461 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2461 && git fetch origin main && git merge origin/main "
2460,[codex] Cap local study import input,https://github.com/SzeChunYiu/Swedish_Civic_Test/pull/2460,False,UNKNOWN,saved_failed_admin_merge,"Admin merge command failed; usually merge conflict, already-closed race, or head changed.","X Pull request SzeChunYiu/Swedish_Civic_Test#2460 is not mergeable: the merge commit cannot be cleanly created. To have the pull request merged after all the requirements have been met, add the `--auto` flag. Run the following to resolve the merge conflicts locally:   gh pr checkout 2460 && git fetch origin main && git merge origin/main "
